id,pred
4168,0.8
10669,0.8
5304,0.9
2115,0.9
2534,0.9
6361,0.8
9021,1.1
1002,0.8
12908,0.8
1009,0.8
3049,0.9
1081,0.7
6842,1.2
7592,1.0
4436,0.9
9583,0.9
4901,0.8
13597,0.8
12886,0.9
2940,0.8
1262,1.1
13643,0.8
7221,1.4
2768,0.7
416,0.8
9092,0.8
10993,0.8
3779,0.9
9031,1.1
5602,0.9
8210,0.9
12432,1.0
8045,0.8
652,0.8
7640,0.8
3469,0.9
4263,0.9
2060,0.9
10832,0.8
4099,0.8
2118,0.8
3620,0.8
6287,0.9
5953,0.9
1879,0.8
118,0.9
10449,0.8
6664,0.7
12362,1.1
8831,0.8
11933,0.8
14306,1.0
1653,0.8
6410,0.7
13620,0.9
9262,0.9
7256,0.9
11376,1.0
12251,1.0
14294,0.9
2346,0.9
6375,1.0
15042,0.8
9290,0.8
11836,0.6
9395,1.0
1694,0.8
13773,1.0
1536,1.1
11644,0.8
12589,0.9
8241,0.9
4487,0.9
13077,0.8
3540,0.8
417,1.0
8370,0.9
6009,0.9
12075,1.1
2293,0.8
14000,0.8
12414,0.8
7895,0.9
13933,0.9
8150,0.8
1304,1.0
9083,1.0
512,0.8
11704,1.1
2654,1.2
11397,0.8
12331,0.7
781,0.9
6279,0.8
10265,0.9
14256,0.7
12685,1.1
4188,0.9
5834,1.1
10452,0.8
9558,0.9
7797,0.9
7456,0.9
3525,0.9
10770,0.8
1710,1.0
10237,0.9
8931,0.8
6834,0.8
4106,0.8
1621,1.4
7976,1.1
4182,0.9
3468,0.8
1859,1.1
9974,0.9
1472,0.8
503,0.9
8557,1.0
7709,0.8
8346,0.8
33,0.9
1398,1.0
7110,0.9
65,0.8
11861,0.9
1955,0.7
2217,0.9
11510,0.8
11828,0.9
4745,0.8
6855,0.6
11488,0.9
13692,1.0
13746,0.9
3466,1.0
14025,0.9
1297,1.0
3480,0.8
13490,1.0
3825,0.8
5413,1.2
7601,0.8
5762,0.8
2240,1.0
12882,1.1
2881,1.0
5908,0.9
2500,1.0
10338,0.7
1618,1.1
7037,0.8
1970,0.8
11792,1.8
85,0.9
13347,0.8
1157,1.0
9272,0.9
1308,0.8
13547,0.8
8200,1.2
12348,1.1
7279,0.9
5321,0.9
812,1.1
3137,0.9
11358,1.0
9148,1.0
1356,1.0
2142,1.2
11678,0.8
13832,0.8
9463,1.0
5433,0.9
8934,0.9
4675,1.0
7297,1.0
6468,0.8
135,0.7
6193,1.1
12757,0.8
11692,0.9
3993,0.7
11922,0.7
14379,0.9
11226,0.8
3081,0.8
7046,0.9
10647,0.9
1365,0.8
8807,0.8
10717,0.7
14853,0.9
2595,0.8
5888,1.0
10656,1.3
10881,0.8
5891,1.1
6870,1.1
1752,0.8
4308,0.8
7198,0.8
4124,0.9
6738,0.9
3386,0.9
4995,1.0
6544,0.8
3713,0.9
12947,1.0
11565,1.2
6914,0.8
14904,1.0
12767,0.9
9940,0.8
4206,0.9
5229,0.9
9072,0.8
6706,1.0
14369,0.9
8226,0.7
3191,1.1
4864,0.9
7632,0.8
1045,1.0
10369,1.2
3085,1.0
10882,0.9
11203,0.8
2601,0.9
12694,0.8
4438,0.8
4970,0.6
1089,0.8
1442,0.7
14516,1.1
13127,0.9
9360,0.8
14837,0.7
10666,0.9
12250,1.0
8965,0.9
6268,0.7
13817,0.9
14996,1.0
6867,0.9
13845,0.8
5082,0.9
4056,0.8
13161,1.0
550,0.9
14088,0.9
7290,0.8
2058,1.0
4868,0.9
11199,0.9
708,1.1
15022,0.8
1573,1.1
13998,1.1
9820,0.7
7878,0.8
12884,0.9
3946,0.8
4059,0.8
8549,1.4
4657,0.8
4986,0.9
989,0.9
1092,1.1
3762,0.8
207,1.2
1899,0.8
11327,1.0
2103,1.0
6014,0.9
13656,1.1
2001,1.2
2465,0.9
12746,0.8
1191,1.1
10802,0.9
7085,0.8
12514,1.0
11278,0.7
11917,0.8
2964,0.8
4735,0.9
12015,0.9
9100,0.9
7111,0.9
13737,1.0
4783,1.0
12763,0.7
3279,0.8
1429,0.8
14921,0.9
6454,0.9
3461,0.9
2755,0.9
529,1.0
6081,0.9
1628,1.0
7967,0.9
1538,1.1
4826,0.8
12962,0.9
9614,0.8
13424,0.9
10929,0.9
7374,0.8
2170,0.9
3006,0.8
5007,0.9
8296,0.9
11212,1.0
4524,0.8
12430,1.0
9301,0.8
13251,0.8
14597,0.9
155,0.9
1318,1.0
13427,0.7
976,0.9
15051,0.9
10405,0.9
8785,1.2
11713,0.8
8914,0.8
4858,1.0
7902,1.0
8529,0.8
3351,0.8
3841,0.8
12344,0.9
10107,0.8
6808,0.8
2369,0.9
9861,0.9
14699,1.0
3026,0.8
5956,0.9
11449,0.9
14961,0.7
3887,0.9
6023,1.0
925,1.0
14040,0.9
13220,1.0
8323,0.8
11055,0.9
9520,0.9
10809,0.6
2879,0.7
4133,1.0
7247,0.8
14600,0.7
10218,1.0
2099,0.9
9091,0.8
10607,0.9
14174,0.8
4005,0.8
11864,0.9
7564,0.9
7006,0.8
771,0.9
10546,1.2
8171,0.9
7355,0.8
13184,0.7
6378,0.9
1419,0.8
1908,1.2
9074,0.9
6783,0.8
12001,0.7
6577,0.8
4385,0.8
7770,1.1
12074,1.0
1533,1.0
14534,0.8
11473,1.0
3725,1.1
11179,0.7
5859,1.1
643,0.8
14945,1.0
7040,0.8
10803,0.9
14964,1.0
5748,0.8
3056,0.8
11503,0.9
9594,0.8
13904,0.8
13265,1.1
14521,0.9
1311,0.8
9651,1.3
8147,0.9
7619,0.8
8417,0.9
5971,0.9
171,0.9
397,0.8
13134,1.1
9987,0.8
9161,0.8
13196,0.7
2650,0.8
1880,0.9
11388,0.9
9364,0.8
4643,1.1
5790,1.0
13708,0.9
7587,1.4
9955,0.8
14119,0.8
279,0.9
1344,0.9
8288,0.8
8612,0.8
13534,1.0
2838,1.0
10512,0.9
10164,1.0
3432,1.2
4843,1.1
11395,1.0
2692,1.1
3420,1.1
4452,1.0
7479,0.9
5259,0.9
4014,0.8
14633,0.9
2672,0.9
8979,0.8
6443,0.8
14660,1.0
10256,0.9
13418,0.9
3401,0.8
5934,0.8
1961,1.0
2522,1.2
12129,0.8
4398,0.9
9860,0.9
13173,0.8
4190,0.9
9303,0.9
10787,0.8
6451,0.8
1750,0.8
13126,0.9
7959,0.7
4184,0.9
10312,0.8
12537,1.3
11027,0.9
7826,0.8
7925,0.8
11847,0.9
10628,0.8
7929,0.7
4586,0.9
4848,0.9
10967,1.1
12393,0.8
12114,0.9
634,0.8
13182,1.0
2096,1.0
5031,1.0
10311,1.1
35,0.9
6178,0.8
5222,1.0
8754,1.0
80,0.8
7194,0.8
1612,0.9
5398,1.0
13680,0.8
1292,0.8
9862,1.0
5846,0.8
2604,1.1
14543,0.9
5267,0.6
27,0.9
50,0.9
3490,0.7
11538,1.1
10030,1.1
8253,1.0
13241,1.3
6746,1.1
12108,0.9
10300,1.0
14834,0.8
11995,0.8
3260,1.0
7534,0.9
5414,0.9
2541,0.8
9798,0.9
14915,0.8
1027,0.8
1459,0.8
13911,0.8
11225,1.0
4683,0.9
2817,0.8
3409,1.0
7990,0.9
14061,1.0
14203,0.9
8959,1.0
14087,0.8
10602,1.0
8322,0.9
5739,1.0
5390,1.0
14965,0.7
7581,0.8
13453,0.9
1056,0.9
5875,0.8
8291,0.8
11162,0.9
7837,0.8
3209,0.9
3051,1.0
10976,1.0
4736,0.8
10523,1.0
9563,0.9
7778,1.0
829,1.0
10538,0.8
1744,0.8
2175,0.9
421,0.8
8751,1.2
14293,0.8
4909,0.8
13055,0.8
2232,0.8
965,1.0
10431,1.0
12914,0.9
5086,0.8
6573,1.0
7991,0.8
11860,0.9
2837,0.9
2085,0.9
6563,0.8
3898,0.9
5765,0.9
4645,0.9
2727,0.9
10558,0.9
14747,0.9
13554,0.8
14015,0.8
10834,0.8
9233,1.0
13893,0.9
8830,0.9
2845,1.0
8949,0.8
6034,0.8
7338,0.6
6213,0.8
11841,0.6
9560,1.1
6124,1.0
10208,0.8
8465,0.7
9892,0.7
11123,0.7
5760,0.8
5008,1.0
10898,1.0
8153,0.8
10144,0.8
4759,0.8
737,0.9
12341,0.8
11594,0.8
8896,1.0
9030,0.9
4459,1.0
10202,0.8
6841,1.0
9532,1.0
10653,1.0
6724,0.8
2640,0.8
5751,0.8
12355,1.2
7948,0.8
8605,0.9
13236,0.9
9246,1.0
7245,0.8
12847,0.8
4662,0.8
1213,1.0
7284,0.9
2536,0.8
1407,0.9
5475,0.9
7482,0.9
8938,0.8
8911,0.9
6113,0.7
10046,0.8
14936,0.8
5266,0.9
10662,1.2
11248,0.9
10938,0.9
9261,0.8
8182,0.9
6028,1.0
258,1.0
14329,0.8
4411,0.8
12278,0.9
14842,0.8
10151,0.9
4073,0.8
10254,0.9
4283,0.8
9805,1.0
3,0.9
7667,0.8
7650,1.1
13480,0.8
11342,0.8
3764,0.8
6963,0.8
4804,0.8
15032,0.8
12227,0.7
3417,0.8
1979,0.8
2711,0.8
5688,0.7
2413,0.8
10376,0.8
9278,0.8
9832,0.8
12811,0.8
6913,1.0
2487,1.0
568,0.7
11606,1.0
12797,0.9
6898,1.0
11697,0.9
11750,0.9
545,0.8
5935,0.9
6686,0.8
3325,0.7
7944,0.8
1818,0.9
574,0.8
7807,1.0
940,0.8
13678,0.9
4975,0.9
5191,0.8
1200,0.9
142,0.9
5016,1.1
11025,0.9
13183,0.8
2342,0.9
10110,0.8
10037,0.8
5471,0.8
6731,1.0
13313,0.8
6676,1.0
1008,0.7
11230,1.0
549,1.0
851,0.8
3876,0.7
1444,0.8
1706,1.1
14975,0.8
10135,0.8
2712,1.1
1136,0.9
11720,0.8
2816,0.8
10827,1.1
11315,1.0
9785,1.0
5799,0.8
4599,0.9
11790,0.9
1476,1.0
1068,0.9
3070,1.0
11774,1.0
1507,0.8
3832,0.9
13398,0.8
8525,0.8
5940,0.8
893,0.8
10988,0.8
1417,0.7
1545,0.8
13915,0.9
14873,0.9
4585,0.6
12678,0.8
2495,0.8
5156,0.9
1443,0.9
2921,1.1
329,0.7
427,0.9
14878,0.8
3052,0.9
8436,0.8
5041,0.8
9147,1.0
11999,0.8
8782,0.8
10540,0.9
4629,0.9
1910,1.1
9066,0.8
7617,1.0
13632,0.8
10443,1.0
13526,1.0
8314,1.0
5088,1.2
13822,0.8
11729,1.0
738,0.8
6473,0.7
14492,0.8
6688,1.1
13111,1.1
3928,0.9
9467,0.8
8117,1.1
15019,0.8
671,0.7
14283,1.1
13920,0.8
11850,1.2
4280,0.9
13403,0.9
1203,0.9
5883,0.8
804,1.0
10458,0.8
2496,1.0
4659,0.9
9474,0.7
8863,0.8
4146,0.8
11591,1.1
13473,1.1
11569,0.9
7162,0.9
2304,0.9
4477,0.8
11050,0.9
11562,0.8
7058,0.8
14903,1.0
4919,0.9
1414,0.8
6832,0.9
15059,0.9
991,0.8
13355,0.8
14309,0.8
6067,0.8
1996,1.0
10137,0.8
2752,1.4
598,1.0
8,0.8
13009,0.9
10786,0.8
14674,0.9
4980,1.1
1952,0.7
5634,0.8
7958,1.0
2979,0.9
7528,0.8
6262,0.9
6656,0.9
14797,0.8
723,0.9
11549,0.9
11239,1.0
13036,1.0
14442,0.8
8341,1.1
3479,0.9
11008,0.9
8742,0.8
3985,1.2
4729,0.9
9036,0.8
960,0.7
9654,1.0
3662,0.9
404,0.9
12435,0.9
6055,0.8
13948,0.8
11584,1.2
816,0.8
12754,1.1
5405,0.8
11712,0.8
10730,0.9
12930,1.0
6253,0.8
14527,1.0
6515,0.8
7361,1.1
12523,1.1
12089,1.0
12441,1.1
2603,0.8
9108,1.0
5754,1.0
6168,0.8
206,0.8
11817,0.9
8251,1.0
8517,1.0
12112,0.9
12733,1.0
2553,1.0
9315,1.0
3939,1.0
12738,0.8
14930,0.9
7980,1.0
10855,0.8
4884,0.9
8047,1.0
13317,0.9
2388,0.8
15076,1.0
7043,0.9
4082,0.8
1315,1.0
6941,1.0
8280,0.8
48,1.0
168,1.0
1440,0.7
4071,0.9
7554,0.9
2525,1.0
1177,0.8
14900,0.9
5976,1.0
14449,1.0
774,1.0
3295,0.9
10489,0.8
13641,0.8
7966,0.9
5210,1.1
7409,0.8
10394,1.0
3642,0.9
9761,0.7
13163,0.8
8389,0.9
13668,0.8
13963,1.0
4516,0.8
9838,1.1
6076,1.2
4639,0.8
1698,0.8
10747,0.9
6181,0.9
4313,0.8
5734,0.8
1743,0.9
1471,0.9
2632,0.8
9780,0.9
8816,0.8
3250,0.9
9466,0.9
6504,0.7
5394,1.2
9346,0.8
5937,0.9
7213,1.1
5835,0.8
252,0.8
8427,0.8
2086,1.0
1406,1.2
8290,0.8
3082,0.8
11758,0.8
4703,0.9
6311,0.9
780,0.8
1248,1.0
1506,1.0
14451,0.9
8508,0.8
10310,0.9
13151,1.0
7744,1.0
9672,0.9
8715,1.0
5325,0.9
6966,1.2
3673,0.8
3457,0.8
8518,1.0
11172,0.9
7193,0.8
7353,0.9
3842,0.9
12650,0.6
2758,0.8
5238,0.8
7994,0.8
8492,0.8
3947,0.7
13083,1.1
7190,0.8
7845,0.9
11195,1.1
6349,0.9
1874,0.8
3903,0.8
1167,0.8
3359,0.9
9509,0.9
846,1.0
3230,0.8
10382,1.1
4525,1.0
10095,0.9
7975,0.8
10910,1.4
6994,1.2
8376,1.1
4003,0.8
9697,1.0
8570,0.8
3974,0.8
4888,0.9
12044,1.0
6583,0.7
8360,1.0
1774,0.9
1646,0.8
9085,0.8
7688,0.8
7571,1.1
14517,1.1
1501,0.9
3294,0.9
646,1.0
11521,1.0
1909,0.9
8662,1.2
4492,0.9
13364,1.0
8167,0.8
1487,0.9
7476,0.9
13935,0.9
13617,0.8
14374,0.9
13092,0.9
12921,0.7
14606,0.8
6729,1.1
3869,0.9
4431,0.9
7267,0.7
6978,0.9
3892,1.0
12643,0.8
13790,0.5
12561,0.7
5411,0.8
9639,0.9
13983,1.0
6921,0.9
8212,0.8
7316,0.9
3970,0.9
13309,0.9
14067,0.8
2229,1.3
7654,0.8
2778,0.8
2562,0.8
10970,0.7
6328,0.9
7801,0.9
10387,0.8
13958,1.0
11188,0.7
4867,0.9
2504,1.0
1903,0.9
11076,1.1
5038,0.7
593,0.8
6567,0.9
5046,1.0
12471,1.3
7661,0.8
7244,0.9
493,1.0
12880,1.0
10931,0.9
680,1.0
5432,1.0
309,0.7
1267,1.0
13435,0.9
13015,0.8
12715,0.9
11092,0.7
202,0.9
7076,0.8
8674,1.2
4892,0.9
3305,0.8
9886,0.9
2188,1.0
11098,0.8
3376,0.9
8053,0.7
13671,0.8
4693,1.0
13463,0.8
11965,0.9
12055,0.9
13020,1.0
12102,0.7
5617,0.8
7575,0.8
4815,0.9
13226,0.8
4295,1.0
14118,0.8
11180,0.8
11042,0.9
11630,0.8
1784,1.1
4918,0.8
14254,1.1
1101,1.1
6340,0.7
11337,0.8
13249,0.8
175,0.9
12781,0.8
5294,0.8
2796,0.8
322,0.8
7107,0.8
12109,0.8
10807,0.9
14402,0.8
6693,1.1
5954,1.0
10059,1.0
4705,0.9
14150,0.9
8433,0.8
2989,1.1
467,1.1
1548,1.3
6084,1.2
8945,0.8
9635,0.9
9946,0.8
5850,1.1
6501,0.9
6044,1.0
7602,0.9
2215,0.7
6212,1.0
787,1.2
1517,0.8
10815,0.8
7766,0.9
7069,1.0
1041,1.2
5640,1.2
13736,1.0
386,0.8
10373,0.9
10637,1.0
1692,0.8
14787,0.8
11596,0.8
14820,0.9
215,0.8
14457,1.2
4637,0.8
9577,1.0
13123,0.8
638,0.8
10609,1.0
7962,0.8
8352,0.9
7498,0.8
10866,0.9
11517,0.9
799,0.9
10674,0.9
6902,1.0
569,0.8
14163,1.2
13544,1.0
2478,0.8
14278,1.0
12231,0.8
5741,0.8
4049,0.7
8956,0.7
4974,1.0
10764,0.8
9548,1.0
742,0.9
14562,0.8
571,1.0
719,1.0
10303,0.9
8372,0.8
14708,0.8
14007,0.9
12184,0.8
4230,0.7
7217,0.9
9176,0.8
10930,0.8
7129,0.9
10596,1.0
483,0.8
5928,0.7
6651,0.8
4536,0.8
7458,0.8
2502,0.9
1112,0.9
1436,0.9
12088,0.9
4779,1.0
2287,0.7
13838,0.9
5131,1.0
7050,0.8
10948,0.9
5136,0.9
9035,0.9
6218,0.8
9340,0.8
9719,0.8
96,0.8
452,1.1
3284,0.7
3299,0.8
4024,1.0
8234,0.7
14096,1.0
6125,0.7
8287,0.7
14490,1.0
9126,0.8
5396,0.8
9991,1.0
7054,0.9
9073,0.8
12838,0.8
8357,1.0
3512,1.0
8983,0.9
10683,1.0
5725,1.1
12830,0.9
14501,0.7
14972,0.9
5991,0.8
7315,0.9
12450,1.8
2925,1.2
2575,1.2
69,1.0
5195,0.9
1599,1.2
918,0.8
9806,0.8
402,0.9
2386,0.8
7977,0.8
14363,0.8
10927,0.8
2724,0.8
3796,0.9
8071,0.9
10123,0.8
2847,0.8
11455,1.0
6992,1.1
5488,1.0
12958,1.0
2932,1.3
8523,0.8
7701,0.8
14120,0.9
2403,0.7
14367,0.9
12037,1.2
14116,1.1
6040,0.8
7827,0.9
6607,1.1
6496,0.8
1005,0.9
6525,0.8
5289,0.9
4742,0.9
4427,1.0
10177,0.9
7954,0.9
10819,0.9
14709,0.8
3677,1.1
14205,0.7
5817,0.8
375,0.7
14399,0.9
5281,1.0
14688,0.9
1866,0.9
1388,0.8
13048,0.8
13831,0.7
13330,0.8
177,0.6
4472,0.8
13605,0.8
11405,0.8
5815,0.8
10006,0.8
5103,0.9
10780,0.9
10584,0.9
3207,0.8
8052,0.8
4715,0.8
8315,0.8
3116,1.0
13050,0.9
6118,1.3
4646,0.7
3955,1.0
13701,0.9
8428,0.9
8229,1.1
878,1.0
3595,0.8
9557,0.9
324,1.0
2639,0.7
9309,0.9
11948,0.8
7675,0.8
8327,0.9
7407,0.9
3675,0.9
8270,0.8
4790,0.8
2730,1.1
4917,1.2
13264,1.0
10465,0.8
14079,0.9
11116,0.9
13354,0.9
13614,0.9
11284,0.7
5540,0.6
12190,0.8
1021,0.8
8810,0.8
2481,1.0
14541,0.9
13613,0.9
6606,1.1
10444,0.8
10658,1.0
253,0.8
13765,0.9
7570,0.8
6600,0.8
999,1.0
1028,0.9
6314,0.9
10532,0.8
7961,0.8
5084,0.9
14002,0.8
9823,0.8
8700,1.4
12778,0.9
3267,0.8
11356,0.8
412,0.8
10381,0.8
10289,0.9
10418,0.8
7378,0.8
739,0.7
8777,0.8
4512,0.9
111,1.1
6951,0.9
2144,0.9
3691,1.0
6873,1.1
10206,1.0
5152,0.9
7156,1.2
4616,0.9
7548,0.9
3902,0.8
12776,0.8
10168,1.7
6610,1.0
8402,1.0
9743,1.0
11169,0.6
6819,0.9
11081,0.8
12862,0.9
5965,0.9
3650,0.8
6107,0.8
794,0.9
13873,1.1
8920,0.9
1831,1.0
5884,0.8
7757,0.9
748,0.8
3537,0.8
4921,0.9
6787,1.1
1190,1.0
1741,0.9
8893,0.6
6858,0.8
3171,1.0
5280,0.8
3204,0.9
13918,0.8
13878,1.0
12788,0.8
1561,1.0
12342,1.0
12605,0.8
14199,0.9
4532,0.8
2578,1.0
2950,0.9
10082,0.8
11854,1.0
12658,0.9
2973,1.0
14573,0.8
1700,1.0
9774,0.9
12805,1.1
7898,0.8
653,0.9
7668,0.9
12692,0.9
8847,1.0
4197,0.8
6206,1.3
14177,0.8
6185,0.8
3041,1.7
3370,1.0
958,0.9
5599,1.2
8724,0.8
8966,0.8
8760,0.8
6025,0.9
14125,0.9
5224,0.8
11084,1.0
6256,1.0
507,0.8
779,0.9
10393,0.9
886,0.8
6156,0.8
6345,0.9
330,1.1
3511,1.3
9673,0.8
8359,1.1
12543,0.8
6174,0.8
9336,0.9
7727,0.8
12271,0.8
5407,0.8
5895,0.8
6446,0.8
11811,1.0
13110,0.8
6681,0.7
2444,0.9
3956,0.9
11879,0.8
1918,0.8
11009,0.8
9305,0.7
5047,0.8
4678,0.6
15092,0.9
13477,0.9
7949,1.0
14302,1.1
14018,0.9
8257,0.8
10760,1.0
7578,0.7
9418,0.8
4647,0.8
10054,1.0
13301,0.6
3256,1.0
14889,0.8
12286,0.8
13926,0.8
2677,0.9
13562,1.1
716,0.7
6053,0.8
8900,0.9
8584,0.7
3884,0.8
2359,1.1
13634,1.1
14123,0.8
6633,1.0
4860,0.8
3039,0.9
13073,1.2
3315,0.8
7218,0.8
2422,1.0
10096,0.9
1670,0.8
786,0.8
9970,0.8
972,0.9
4441,0.9
7946,0.8
9529,0.8
619,0.9
13723,0.9
10720,0.8
13595,0.9
11880,1.0
11329,0.9
10582,0.9
2976,0.9
4787,0.9
11157,0.7
11173,0.8
12656,0.9
148,0.8
7813,0.8
11118,0.8
8657,0.9
4711,0.9
4688,0.9
9925,0.8
14197,0.8
8446,0.9
9859,1.0
10035,0.9
3352,0.8
3952,0.9
2269,0.9
1480,0.8
6332,0.8
9894,0.9
9732,0.8
1065,1.1
3975,0.9
8696,0.8
8416,0.9
7262,0.9
10264,0.9
6827,0.9
2382,0.9
12337,1.0
11461,1.0
47,0.9
8250,1.0
11776,1.0
6379,1.0
8393,0.8
2380,0.8
7819,0.8
5142,1.0
9694,0.7
9276,0.9
6955,0.8
5385,0.8
10304,0.8
9334,0.9
3728,0.9
3443,0.8
9698,0.9
9648,1.1
12332,0.9
13072,0.8
6195,0.8
9992,0.9
11536,0.8
14281,1.2
7891,1.0
2129,0.8
6981,1.0
6549,0.7
5378,1.0
10019,1.0
3399,1.0
62,1.0
14415,0.9
110,0.9
3671,0.7
1718,0.9
3091,0.8
8826,0.8
7308,1.0
8063,0.9
11402,1.0
974,0.8
9210,1.0
1258,0.8
9343,0.9
10654,1.0
13522,1.1
479,0.8
11369,0.9
1158,0.9
12010,1.0
9103,0.9
8422,1.0
9017,0.8
13432,0.7
2429,0.9
9840,0.9
5988,0.8
6568,1.2
2617,0.8
9208,0.9
12939,1.1
4652,0.8
477,1.1
4089,0.9
8151,0.9
3247,0.8
691,0.9
4697,0.8
3131,0.8
13865,0.9
7583,1.0
11489,0.7
5499,0.7
8792,0.8
2732,0.9
14535,0.9
11791,0.9
13482,1.1
13380,0.8
7811,1.0
4685,1.1
4871,0.9
1625,0.9
14766,0.9
3316,1.1
14082,0.8
5332,0.8
4870,0.9
3545,0.9
4035,0.7
12912,1.0
6824,1.0
1523,0.8
7223,0.9
4989,0.9
14736,0.8
12723,1.0
3861,0.9
4009,0.8
6594,1.3
3817,0.8
13913,0.9
13289,0.6
6574,0.8
7197,1.1
1875,1.0
134,0.9
31,0.9
3272,0.8
10895,1.0
2545,0.8
6199,0.9
12335,1.4
5723,0.8
1159,0.9
2680,1.0
11647,0.8
9236,0.9
11270,0.9
7261,0.8
6405,0.8
8988,0.9
12454,0.8
4527,0.9
525,0.9
9223,0.9
11041,0.9
12192,0.9
8387,0.8
3879,0.8
7301,0.8
1368,0.8
9464,1.0
13279,0.8
12268,0.9
3282,0.8
12632,0.8
11667,1.2
9478,0.9
4758,0.8
13102,0.8
10551,1.1
12377,0.9
11269,0.9
9919,1.0
